"s","title","subtitle","callret-3","linkedEntity","label"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://zbw.eu/stw/descriptor/15690-2","Geschichte"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://zbw.eu/stw/descriptor/15690-2","History"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://zbw.eu/stw/descriptor/17534-6","Russia"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://zbw.eu/stw/descriptor/17534-6","Russland"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://zbw.eu/stw/descriptor/26210-3","Deutsche"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://zbw.eu/stw/descriptor/26210-3","Germans"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://zbw.eu/stw/thsys/70007","N.02  Geschichte"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://zbw.eu/stw/thsys/70007","N.02  History"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://dbpedia.org/resource/Entrepreneur","Unternehmer"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://dbpedia.org/resource/German","Deutsch"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://dbpedia.org/resource/German","German"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://dbpedia.org/resource/Germans","Deutsche"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://dbpedia.org/resource/Germans","Germans"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://dbpedia.org/resource/History","Geschichte"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://dbpedia.org/resource/History","History"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://dbpedia.org/resource/Russia","Russia"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://dbpedia.org/resource/Russia","Russland"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://d-nb.info/gnd/4020517-4","Geschichte"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://d-nb.info/gnd/4061949-7","Unternehmer"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://cv.iptc.org/newscodes/mediatopic/20000349","business enterprise"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://cv.iptc.org/newscodes/mediatopic/20000747","history"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://aims.fao.org/aos/agrovoc/c_37888",
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://vocabulary.wolterskluwer.de/arbeitsrecht/11673",
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Deutsche - Russland - Geschichte Neuzeit - Kongressbericht ","http://zbw.eu/stw/descriptor/30016-2",
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://lod.gesis.org/thesoz/concept/10034801","historische Entwicklung"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://lod.gesis.org/thesoz/concept/10039009","Unternehmen"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://lod.gesis.org/thesoz/concept/10042741","Geschichtswissenschaft"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://lod.gesis.org/thesoz/concept/10045173","Geschichtsunterricht"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://lod.gesis.org/thesoz/concept/10057012","Russland"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://lod.gesis.org/thesoz/concept/10060836","Unternehmer"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://lod.gesis.org/thesoz/concept/10040843","Deutscher"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://lod.gesis.org/thesoz/concept/10053214","Neuzeit"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://zbw.eu/stw/descriptor/13992-3","Entrepreneurs"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://zbw.eu/stw/descriptor/13992-3","Unternehmer"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://zbw.eu/stw/descriptor/15690-2","Geschichte"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://zbw.eu/stw/descriptor/15690-2","History"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://zbw.eu/stw/descriptor/17534-6","Russia"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://zbw.eu/stw/descriptor/17534-6","Russland"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://zbw.eu/stw/descriptor/26210-3","Deutsche"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://zbw.eu/stw/descriptor/26210-3","Germans"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://zbw.eu/stw/thsys/70007","N.02  Geschichte"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://zbw.eu/stw/thsys/70007","N.02  History"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://dbpedia.org/resource/Entrepreneur","Unternehmer"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://dbpedia.org/resource/German","Deutsch"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://dbpedia.org/resource/German","German"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://dbpedia.org/resource/Germans","Deutsche"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://dbpedia.org/resource/Germans","Germans"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://dbpedia.org/resource/History","Geschichte"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://dbpedia.org/resource/History","History"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://dbpedia.org/resource/Russia","Russia"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://dbpedia.org/resource/Russia","Russland"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://d-nb.info/gnd/4020517-4","Geschichte"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://d-nb.info/gnd/4061949-7","Unternehmer"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://cv.iptc.org/newscodes/mediatopic/20000349","business enterprise"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://cv.iptc.org/newscodes/mediatopic/20000747","history"
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://aims.fao.org/aos/agrovoc/c_37888",
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://vocabulary.wolterskluwer.de/arbeitsrecht/11673",
"http://lod.b3kat.de/title/BV021841936","Nemeckie predprinimateli v Moskve do 1917 goda","meždunarodnaja naučnaja konferencija ; tezisy dokladov ; Moskva 22 maja 1998 g.","Unternehmer - Russland - Geschichte Neuzeit - Kongressbericht ","http://zbw.eu/stw/descriptor/30016-2",
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silbergewinnung ","http://lod.gesis.org/thesoz/concept/10036452","Methode"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silberlagerstätte ","http://lod.gesis.org/thesoz/concept/10036452","Methode"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silbergewinnung ","http://lod.gesis.org/thesoz/concept/10053042","Natur"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silberlagerstätte ","http://lod.gesis.org/thesoz/concept/10053042","Natur"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silbergewinnung ","http://lod.gesis.org/thesoz/concept/10052604","Versuch"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silberlagerstätte ","http://lod.gesis.org/thesoz/concept/10052604","Versuch"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silbergewinnung ","http://zbw.eu/stw/descriptor/14266-6","Metal"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silbergewinnung ","http://zbw.eu/stw/descriptor/14266-6","Metall"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silberlagerstätte ","http://zbw.eu/stw/descriptor/14266-6","Metal"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silberlagerstätte ","http://zbw.eu/stw/descriptor/14266-6","Metall"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silbergewinnung ","http://zbw.eu/stw/descriptor/19038-1","Test"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silbergewinnung ","http://zbw.eu/stw/descriptor/19038-1","Test"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silberlagerstätte ","http://zbw.eu/stw/descriptor/19038-1","Test"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silberlagerstätte ","http://zbw.eu/stw/descriptor/19038-1","Test"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silbergewinnung ","http://zbw.eu/stw/thsys/70358","P.07  Metalle"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silbergewinnung ","http://zbw.eu/stw/thsys/70358","P.07  Metals"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silberlagerstätte ","http://zbw.eu/stw/thsys/70358","P.07  Metalle"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silberlagerstätte ","http://zbw.eu/stw/thsys/70358","P.07  Metals"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silbergewinnung ","http://dbpedia.org/resource/Metal","Metal"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silbergewinnung ","http://dbpedia.org/resource/Metal","Metalle"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silberlagerstätte ","http://dbpedia.org/resource/Metal","Metal"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silberlagerstätte ","http://dbpedia.org/resource/Metal","Metalle"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silbergewinnung ","http://dbpedia.org/resource/Nature","Natur"
"http://lod.b3kat.de/title/BV021840273","Ueber das Vorkommen und die Gewinnung des Silbers","nebst vielen neuen Versuchen über die Natur, die Verbindungen, die Amalgamation und mehrere andere Zugutemachungs-Methoden dieses wichtigen Metalles","Silbergewinnung ","http://dbpedia.org/resource/Nature","Nature"
